ValueDate,Current Inst,Derived MVA,Volts Inst
2026-02-25T00:05:00+00:00,124.227,2.402,11.158
2026-02-25T00:10:00+00:00,128.778,2.484,11.134
2026-02-25T00:15:00+00:00,129.489,2.498,11.138
2026-02-25T00:20:00+00:00,126.858,2.446,11.131
2026-02-25T00:25:00+00:00,127.996,2.465,11.117
2026-02-25T00:30:00+00:00,124.798,2.407,11.142
2026-02-25T00:35:00+00:00,124.867,2.412,11.142
2026-02-25T00:40:00+00:00,125.942,2.428,11.124
2026-02-25T00:45:00+00:00,127.086,2.447,11.122
2026-02-25T00:50:00+00:00,128.544,2.479,11.128
2026-02-25T00:55:00+00:00,128.087,2.472,11.142
2026-02-25T01:00:00+00:00,127.243,2.454,11.138
2026-02-25T01:05:00+00:00,126.58,2.443,11.139
2026-02-25T01:10:00+00:00,124.847,2.408,11.146
2026-02-25T01:15:00+00:00,124.484,2.404,11.148
2026-02-25T01:20:00+00:00,123.578,2.386,11.156
2026-02-25T01:25:00+00:00,122.757,2.374,11.163
2026-02-25T01:30:00+00:00,122.61,2.372,11.161
2026-02-25T01:35:00+00:00,121.846,2.352,11.148
2026-02-25T01:40:00+00:00,116.684,2.262,11.183
2026-02-25T01:45:00+00:00,113.456,2.199,11.189
2026-02-25T01:50:00+00:00,115.087,2.23,11.189
2026-02-25T01:55:00+00:00,113.038,2.195,11.216
2026-02-25T02:00:00+00:00,102.111,1.977,11.166
2026-02-25T02:05:00+00:00,102.512,1.978,11.145
2026-02-25T02:10:00+00:00,102.974,1.987,11.141
2026-02-25T02:15:00+00:00,98.082,1.893,11.144
2026-02-25T02:20:00+00:00,98.493,1.904,11.174
2026-02-25T02:25:00+00:00,101.25,1.962,11.182
2026-02-25T02:30:00+00:00,103.316,2.003,11.188
2026-02-25T02:35:00+00:00,103.361,2.003,11.189
2026-02-25T02:40:00+00:00,103.702,2.009,11.182
2026-02-25T02:45:00+00:00,104.524,2.021,11.176
2026-02-25T02:50:00+00:00,102.208,1.966,11.116
2026-02-25T02:55:00+00:00,99.479,1.914,11.105
2026-02-25T03:00:00+00:00,100.172,1.926,11.114
2026-02-25T03:05:00+00:00,100.458,1.928,11.093
2026-02-25T03:10:00+00:00,99.547,1.914,11.091
2026-02-25T03:15:00+00:00,95.642,1.838,11.09
2026-02-25T03:20:00+00:00,93.736,1.801,11.088
2026-02-25T03:25:00+00:00,97.616,1.874,11.086
2026-02-25T03:30:00+00:00,97.83,1.88,11.083
2026-02-25T03:35:00+00:00,96.108,1.842,11.072
