ValueDate,Current Inst,Derived MVA,Volts Inst
2026-02-25T00:05:00+00:00,90.948,1.767,11.218
2026-02-25T00:10:00+00:00,91.608,1.778,11.196
2026-02-25T00:15:00+00:00,90.344,1.754,11.19
2026-02-25T00:20:00+00:00,90.907,1.764,11.19
2026-02-25T00:25:00+00:00,91.216,1.767,11.19
2026-02-25T00:30:00+00:00,90.156,1.748,11.205
2026-02-25T00:35:00+00:00,90.4,1.754,11.19
2026-02-25T00:40:00+00:00,89.016,1.728,11.191
2026-02-25T00:45:00+00:00,89.713,1.739,11.189
2026-02-25T00:50:00+00:00,89.429,1.734,11.192
2026-02-25T00:55:00+00:00,88.775,1.721,11.206
2026-02-25T01:00:00+00:00,88.483,1.717,11.198
2026-02-25T01:05:00+00:00,90.338,1.751,11.178
2026-02-25T01:10:00+00:00,89.4,1.732,11.186
2026-02-25T01:15:00+00:00,89.396,1.735,11.19
2026-02-25T01:20:00+00:00,89.328,1.732,11.194
2026-02-25T01:25:00+00:00,88.166,1.71,11.205
2026-02-25T01:30:00+00:00,88.362,1.716,11.21
2026-02-25T01:35:00+00:00,87.976,1.707,11.2
2026-02-25T01:40:00+00:00,87.784,1.706,11.215
2026-02-25T01:45:00+00:00,87.594,1.702,11.228
2026-02-25T01:50:00+00:00,85.397,1.664,11.24
2026-02-25T01:55:00+00:00,85.86,1.678,11.248
2026-02-25T02:00:00+00:00,85.967,1.674,11.239
2026-02-25T02:05:00+00:00,87.542,1.702,11.226
2026-02-25T02:10:00+00:00,87.092,1.694,11.234
2026-02-25T02:15:00+00:00,87.908,1.712,11.256
2026-02-25T02:20:00+00:00,87.733,1.712,11.268
2026-02-25T02:25:00+00:00,86.644,1.695,11.271
2026-02-25T02:30:00+00:00,86.184,1.684,11.283
2026-02-25T02:35:00+00:00,85.12,1.662,11.265
2026-02-25T02:40:00+00:00,85.432,1.668,11.268
2026-02-25T02:45:00+00:00,84.978,1.66,11.272
2026-02-25T02:50:00+00:00,84.028,1.642,11.274
2026-02-25T02:55:00+00:00,81.436,1.586,11.248
2026-02-25T03:00:00+00:00,80.018,1.558,11.247
2026-02-25T03:05:00+00:00,80.414,1.565,11.213
2026-02-25T03:10:00+00:00,80.33,1.56,11.21
2026-02-25T03:15:00+00:00,80.662,1.568,11.22
2026-02-25T03:20:00+00:00,80.372,1.565,11.228
2026-02-25T03:25:00+00:00,79.048,1.536,11.228
2026-02-25T03:30:00+00:00,79.013,1.538,11.23
2026-02-25T03:35:00+00:00,79.81,1.548,11.19
2026-02-25T03:40:00+00:00,81.126,1.572,11.19
2026-02-25T03:45:00+00:00,79.2,1.538,11.198
2026-02-25T03:50:00+00:00,78.406,1.521,11.211
2026-02-25T03:55:00+00:00,79.403,1.542,11.212
2026-02-25T04:00:00+00:00,79.066,1.536,11.22
2026-02-25T04:05:00+00:00,79.031,1.54,11.253
2026-02-25T04:10:00+00:00,79.604,1.552,11.246
2026-02-25T04:15:00+00:00,81.522,1.584,11.228
2026-02-25T04:20:00+00:00,81.072,1.578,11.228
2026-02-25T04:25:00+00:00,81.183,1.578,11.227
2026-02-25T04:30:00+00:00,80.191,1.562,11.229
2026-02-25T04:35:00+00:00,80.192,1.56,11.232
2026-02-25T04:40:00+00:00,80.496,1.568,11.242
2026-02-25T04:45:00+00:00,79.932,1.56,11.249
2026-02-25T04:50:00+00:00,80.874,1.577,11.241
2026-02-25T04:55:00+00:00,83.136,1.619,11.237
2026-02-25T05:00:00+00:00,83.208,1.621,11.25
2026-02-25T05:05:00+00:00,82.074,1.6,11.234
2026-02-25T05:10:00+00:00,82.93,1.612,11.218
2026-02-25T05:15:00+00:00,84.322,1.638,11.227
2026-02-25T05:20:00+00:00,82.097,1.6,11.231
2026-02-25T05:25:00+00:00,81.875,1.595,11.226
2026-02-25T05:30:00+00:00,82.777,1.61,11.23
2026-02-25T05:35:00+00:00,81.826,1.594,11.226
2026-02-25T05:40:00+00:00,83.581,1.626,11.23
2026-02-25T05:45:00+00:00,85.392,1.657,11.201
2026-02-25T05:50:00+00:00,85.774,1.664,11.208
2026-02-25T05:55:00+00:00,90.769,1.762,11.208
2026-02-25T06:00:00+00:00,93.975,1.824,11.2
2026-02-25T06:05:00+00:00,95.789,1.852,11.166
2026-02-25T06:10:00+00:00,100.218,1.926,11.08
2026-02-25T06:15:00+00:00,110.727,2.121,11.064
2026-02-25T06:20:00+00:00,113.918,2.182,11.057
2026-02-25T06:25:00+00:00,110.932,2.125,11.073
2026-02-25T06:30:00+00:00,112.442,2.157,11.065
2026-02-25T06:35:00+00:00,115.003,2.212,11.08
2026-02-25T06:40:00+00:00,116.807,2.242,11.07
2026-02-25T06:45:00+00:00,118.758,2.276,11.057
2026-02-25T06:50:00+00:00,121.258,2.318,11.03
2026-02-25T06:55:00+00:00,119.412,2.28,11.02
2026-02-25T07:00:00+00:00,119.776,2.288,11.029
2026-02-25T07:05:00+00:00,122.005,2.334,11.062
2026-02-25T07:10:00+00:00,120.418,2.316,11.09
2026-02-25T07:15:00+00:00,120.309,2.31,11.08
2026-02-25T07:20:00+00:00,120.96,2.334,11.123
2026-02-25T07:25:00+00:00,117.793,2.274,11.153
2026-02-25T07:30:00+00:00,120.483,2.33,11.165
2026-02-25T07:35:00+00:00,124.977,2.414,11.151
2026-02-25T07:40:00+00:00,128.895,2.484,11.12
2026-02-25T07:45:00+00:00,126.86,2.445,11.128
2026-02-25T07:50:00+00:00,125.739,2.42,11.116
2026-02-25T07:55:00+00:00,125.88,2.426,11.111
2026-02-25T08:00:00+00:00,126.946,2.445,11.118
2026-02-25T08:05:00+00:00,128.366,2.474,11.129
2026-02-25T08:10:00+00:00,128.178,2.47,11.125
2026-02-25T08:15:00+00:00,125.117,2.41,11.136
2026-02-25T08:20:00+00:00,127.779,2.464,11.137
2026-02-25T08:25:00+00:00,134.822,2.6,11.137
2026-02-25T08:30:00+00:00,139.779,2.7,11.157
2026-02-25T08:35:00+00:00,143.86,2.778,11.146
2026-02-25T08:40:00+00:00,146.025,2.819,11.144
2026-02-25T08:45:00+00:00,148.528,2.867,11.142
2026-02-25T08:50:00+00:00,143.745,2.774,11.14
2026-02-25T08:55:00+00:00,145.659,2.808,11.13
2026-02-25T09:00:00+00:00,146.698,2.832,11.137
2026-02-25T09:05:00+00:00,146.246,2.82,11.136
2026-02-25T09:10:00+00:00,146.112,2.816,11.12
2026-02-25T09:15:00+00:00,145.162,2.79,11.099
2026-02-25T09:20:00+00:00,146.796,2.828,11.12
2026-02-25T09:25:00+00:00,147.926,2.852,11.131
2026-02-25T09:30:00+00:00,152.134,2.934,11.137
2026-02-25T09:35:00+00:00,153.89,2.968,11.138
2026-02-25T09:40:00+00:00,152.916,2.952,11.148
2026-02-25T09:45:00+00:00,152.614,2.944,11.163
2026-02-25T09:50:00+00:00,152.532,2.906,11.172
2026-02-25T09:55:00+00:00,154.873,2.913,11.169
2026-02-25T10:00:00+00:00,155.589,2.89,11.191
2026-02-25T10:05:00+00:00,150.166,2.753,11.198
2026-02-25T10:10:00+00:00,148.562,2.686,11.218
2026-02-25T10:15:00+00:00,146.822,2.616,11.228
2026-02-25T10:20:00+00:00,150.569,2.65,11.226
2026-02-25T10:25:00+00:00,157.857,2.744,11.202
2026-02-25T10:30:00+00:00,163.683,2.818,11.204
2026-02-25T10:35:00+00:00,162.541,2.76,11.208
2026-02-25T10:40:00+00:00,164.1,2.749,11.2
2026-02-25T10:45:00+00:00,164.704,2.722,11.202
2026-02-25T10:50:00+00:00,166.877,2.725,11.22
2026-02-25T10:55:00+00:00,168.988,2.732,11.24
2026-02-25T11:00:00+00:00,171.556,2.744,11.242
2026-02-25T11:05:00+00:00,176.257,2.794,11.229
2026-02-25T11:10:00+00:00,175.615,2.741,11.218
2026-02-25T11:15:00+00:00,178.49,2.747,11.178
2026-02-25T11:20:00+00:00,178.73,2.71,11.166
2026-02-25T11:25:00+00:00,179.21,2.682,11.176
2026-02-25T11:30:00+00:00,178.781,2.642,11.203
2026-02-25T11:35:00+00:00,179.423,2.617,11.211
2026-02-25T11:40:00+00:00,179.708,2.584,11.209
2026-02-25T11:45:00+00:00,180.816,2.568,11.224
2026-02-25T11:50:00+00:00,182.787,2.567,11.212
2026-02-25T11:55:00+00:00,181.393,2.5,11.212
2026-02-25T12:00:00+00:00,184.064,2.514,11.213
2026-02-25T12:05:00+00:00,185.755,2.51,11.221
2026-02-25T12:10:00+00:00,187.884,2.514,11.234
