ValueDate,MVA
2026-02-25T00:05:00+00:00,1.076
2026-02-25T00:10:00+00:00,1.101
2026-02-25T00:15:00+00:00,1.076
2026-02-25T00:20:00+00:00,1.052
2026-02-25T00:25:00+00:00,1.048
2026-02-25T00:30:00+00:00,1.029
2026-02-25T00:35:00+00:00,1.022
2026-02-25T00:40:00+00:00,1.006
2026-02-25T00:45:00+00:00,1.0
2026-02-25T00:50:00+00:00,1.0
2026-02-25T00:55:00+00:00,1.002
2026-02-25T01:00:00+00:00,1.024
2026-02-25T01:05:00+00:00,1.05
2026-02-25T01:10:00+00:00,1.051
2026-02-25T01:15:00+00:00,1.032
2026-02-25T01:20:00+00:00,1.038
2026-02-25T01:25:00+00:00,1.06
2026-02-25T01:30:00+00:00,1.056
2026-02-25T01:35:00+00:00,1.07
2026-02-25T01:40:00+00:00,1.058
2026-02-25T01:45:00+00:00,1.034
2026-02-25T01:50:00+00:00,1.035
2026-02-25T01:55:00+00:00,1.037
2026-02-25T02:00:00+00:00,1.06
2026-02-25T02:05:00+00:00,1.066
2026-02-25T02:10:00+00:00,1.078
2026-02-25T02:15:00+00:00,1.057
2026-02-25T02:20:00+00:00,1.058
2026-02-25T02:25:00+00:00,1.054
2026-02-25T02:30:00+00:00,1.042
2026-02-25T02:35:00+00:00,1.04
2026-02-25T02:40:00+00:00,1.038
2026-02-25T02:45:00+00:00,1.013
2026-02-25T02:50:00+00:00,1.026
2026-02-25T02:55:00+00:00,1.016
2026-02-25T03:00:00+00:00,1.018
2026-02-25T03:05:00+00:00,1.002
2026-02-25T03:10:00+00:00,1.001
2026-02-25T03:15:00+00:00,0.984
2026-02-25T03:20:00+00:00,0.973
2026-02-25T03:25:00+00:00,0.982
2026-02-25T03:30:00+00:00,0.975
2026-02-25T03:35:00+00:00,0.971
2026-02-25T03:40:00+00:00,0.942
2026-02-25T03:45:00+00:00,0.93
2026-02-25T03:50:00+00:00,0.918
2026-02-25T03:55:00+00:00,0.906
2026-02-25T04:00:00+00:00,0.902
2026-02-25T04:05:00+00:00,0.932
2026-02-25T04:10:00+00:00,0.908
2026-02-25T04:15:00+00:00,0.916
2026-02-25T04:20:00+00:00,0.942
2026-02-25T04:25:00+00:00,0.944
2026-02-25T04:30:00+00:00,0.906
2026-02-25T04:35:00+00:00,0.932
2026-02-25T04:40:00+00:00,0.955
2026-02-25T04:45:00+00:00,0.925
2026-02-25T04:50:00+00:00,0.916
2026-02-25T04:55:00+00:00,0.876
2026-02-25T05:00:00+00:00,0.861
2026-02-25T05:05:00+00:00,0.846
2026-02-25T05:10:00+00:00,0.831
2026-02-25T05:15:00+00:00,0.816
2026-02-25T05:20:00+00:00,0.847
2026-02-25T05:25:00+00:00,0.841
2026-02-25T05:30:00+00:00,0.844
2026-02-25T05:35:00+00:00,0.846
2026-02-25T05:40:00+00:00,0.876
2026-02-25T05:45:00+00:00,0.921
2026-02-25T05:50:00+00:00,0.97
2026-02-25T05:55:00+00:00,0.984
2026-02-25T06:00:00+00:00,1.018
2026-02-25T06:05:00+00:00,1.036
2026-02-25T06:10:00+00:00,1.086
2026-02-25T06:15:00+00:00,1.102
2026-02-25T06:20:00+00:00,1.132
2026-02-25T06:25:00+00:00,1.127
2026-02-25T06:30:00+00:00,1.132
2026-02-25T06:35:00+00:00,1.142
2026-02-25T06:40:00+00:00,1.15
2026-02-25T06:45:00+00:00,1.21
2026-02-25T06:50:00+00:00,1.22
2026-02-25T06:55:00+00:00,1.202
2026-02-25T07:00:00+00:00,1.233
2026-02-25T07:05:00+00:00,1.288
2026-02-25T07:10:00+00:00,1.311
2026-02-25T07:15:00+00:00,1.374
2026-02-25T07:20:00+00:00,1.392
2026-02-25T07:25:00+00:00,1.324
2026-02-25T07:30:00+00:00,1.288
2026-02-25T07:35:00+00:00,1.299
2026-02-25T07:40:00+00:00,1.317
2026-02-25T07:45:00+00:00,1.306
2026-02-25T07:50:00+00:00,1.286
2026-02-25T07:55:00+00:00,1.282
2026-02-25T08:00:00+00:00,1.329
2026-02-25T08:05:00+00:00,1.347
2026-02-25T08:10:00+00:00,1.319
2026-02-25T08:15:00+00:00,1.386
2026-02-25T08:20:00+00:00,1.362
2026-02-25T08:25:00+00:00,1.272
2026-02-25T08:30:00+00:00,1.296
2026-02-25T08:35:00+00:00,1.3
2026-02-25T08:40:00+00:00,1.289
2026-02-25T08:45:00+00:00,1.29
2026-02-25T08:50:00+00:00,1.292
2026-02-25T08:55:00+00:00,1.264
2026-02-25T09:00:00+00:00,1.274
2026-02-25T09:05:00+00:00,1.215
2026-02-25T09:10:00+00:00,1.232
2026-02-25T09:15:00+00:00,1.304
2026-02-25T09:20:00+00:00,1.292
2026-02-25T09:25:00+00:00,1.264
2026-02-25T09:30:00+00:00,1.294
2026-02-25T09:35:00+00:00,1.292
2026-02-25T09:40:00+00:00,1.296
2026-02-25T09:45:00+00:00,1.287
2026-02-25T09:50:00+00:00,1.211
2026-02-25T09:55:00+00:00,1.244
2026-02-25T10:00:00+00:00,1.216
