ValueDate,MVA
2026-02-25T00:05:00+00:00,1.718
2026-02-25T00:10:00+00:00,1.733
2026-02-25T00:15:00+00:00,1.717
2026-02-25T00:20:00+00:00,1.729
2026-02-25T00:25:00+00:00,1.729
2026-02-25T00:30:00+00:00,1.678
2026-02-25T00:35:00+00:00,1.708
2026-02-25T00:40:00+00:00,1.688
2026-02-25T00:45:00+00:00,1.698
2026-02-25T00:50:00+00:00,1.674
2026-02-25T00:55:00+00:00,1.688
2026-02-25T01:00:00+00:00,1.664
2026-02-25T01:05:00+00:00,1.698
2026-02-25T01:10:00+00:00,1.699
2026-02-25T01:15:00+00:00,1.721
2026-02-25T01:20:00+00:00,1.696
2026-02-25T01:25:00+00:00,1.696
2026-02-25T01:30:00+00:00,1.68
2026-02-25T01:35:00+00:00,1.712
2026-02-25T01:40:00+00:00,1.681
2026-02-25T01:45:00+00:00,1.7
2026-02-25T01:50:00+00:00,1.684
2026-02-25T01:55:00+00:00,1.654
2026-02-25T02:00:00+00:00,1.634
2026-02-25T02:05:00+00:00,1.652
2026-02-25T02:10:00+00:00,1.712
2026-02-25T02:15:00+00:00,1.717
2026-02-25T02:20:00+00:00,1.704
2026-02-25T02:25:00+00:00,1.672
2026-02-25T02:30:00+00:00,1.674
2026-02-25T02:35:00+00:00,1.65
2026-02-25T02:40:00+00:00,1.648
2026-02-25T02:45:00+00:00,1.614
2026-02-25T02:50:00+00:00,1.623
2026-02-25T02:55:00+00:00,1.614
2026-02-25T03:00:00+00:00,1.594
2026-02-25T03:05:00+00:00,1.609
2026-02-25T03:10:00+00:00,1.648
2026-02-25T03:15:00+00:00,1.644
2026-02-25T03:20:00+00:00,1.642
2026-02-25T03:25:00+00:00,1.656
2026-02-25T03:30:00+00:00,1.639
2026-02-25T03:35:00+00:00,1.613
2026-02-25T03:40:00+00:00,1.59
2026-02-25T03:45:00+00:00,1.588
2026-02-25T03:50:00+00:00,1.56
2026-02-25T03:55:00+00:00,1.577
2026-02-25T04:00:00+00:00,1.522
2026-02-25T04:05:00+00:00,1.55
2026-02-25T04:10:00+00:00,1.546
2026-02-25T04:15:00+00:00,1.544
2026-02-25T04:20:00+00:00,1.515
2026-02-25T04:25:00+00:00,1.524
2026-02-25T04:30:00+00:00,1.522
2026-02-25T04:35:00+00:00,1.565
2026-02-25T04:40:00+00:00,1.548
2026-02-25T04:45:00+00:00,1.554
2026-02-25T04:50:00+00:00,1.628
2026-02-25T04:55:00+00:00,1.626
2026-02-25T05:00:00+00:00,1.592
2026-02-25T05:05:00+00:00,1.602
2026-02-25T05:10:00+00:00,1.612
2026-02-25T05:15:00+00:00,1.63
2026-02-25T05:20:00+00:00,1.659
2026-02-25T05:25:00+00:00,1.746
2026-02-25T05:30:00+00:00,1.756
2026-02-25T05:35:00+00:00,1.731
2026-02-25T05:40:00+00:00,1.736
2026-02-25T05:45:00+00:00,1.744
2026-02-25T05:50:00+00:00,1.793
2026-02-25T05:55:00+00:00,1.862
2026-02-25T06:00:00+00:00,1.929
2026-02-25T06:05:00+00:00,2.031
2026-02-25T06:10:00+00:00,2.108
2026-02-25T06:15:00+00:00,2.1
2026-02-25T06:20:00+00:00,2.127
2026-02-25T06:25:00+00:00,2.141
2026-02-25T06:30:00+00:00,2.222
2026-02-25T06:35:00+00:00,2.236
2026-02-25T06:40:00+00:00,2.322
2026-02-25T06:45:00+00:00,2.327
2026-02-25T06:50:00+00:00,2.318
2026-02-25T06:55:00+00:00,2.362
2026-02-25T07:00:00+00:00,2.353
2026-02-25T07:05:00+00:00,2.414
2026-02-25T07:10:00+00:00,2.452
2026-02-25T07:15:00+00:00,2.448
2026-02-25T07:20:00+00:00,2.476
2026-02-25T07:25:00+00:00,2.528
2026-02-25T07:30:00+00:00,2.522
2026-02-25T07:35:00+00:00,2.504
2026-02-25T07:40:00+00:00,2.455
2026-02-25T07:45:00+00:00,2.489
2026-02-25T07:50:00+00:00,2.47
2026-02-25T07:55:00+00:00,2.455
2026-02-25T08:00:00+00:00,2.496
2026-02-25T08:05:00+00:00,2.479
2026-02-25T08:10:00+00:00,2.464
2026-02-25T08:15:00+00:00,2.43
2026-02-25T08:20:00+00:00,2.445
2026-02-25T08:25:00+00:00,2.428
2026-02-25T08:30:00+00:00,2.467
2026-02-25T08:35:00+00:00,2.435
2026-02-25T08:40:00+00:00,2.363
2026-02-25T08:45:00+00:00,2.382
2026-02-25T08:50:00+00:00,2.432
2026-02-25T08:55:00+00:00,2.41
2026-02-25T09:00:00+00:00,2.362
2026-02-25T09:05:00+00:00,2.258
2026-02-25T09:10:00+00:00,2.196
2026-02-25T09:15:00+00:00,2.194
2026-02-25T09:20:00+00:00,1.995
2026-02-25T09:25:00+00:00,2.013
2026-02-25T09:30:00+00:00,2.09
2026-02-25T09:35:00+00:00,2.041
2026-02-25T09:40:00+00:00,2.202
2026-02-25T09:45:00+00:00,2.055
2026-02-25T09:50:00+00:00,2.003
2026-02-25T09:55:00+00:00,2.104
2026-02-25T10:00:00+00:00,2.25
2026-02-25T10:05:00+00:00,2.065
2026-02-25T10:10:00+00:00,1.64
2026-02-25T10:15:00+00:00,1.749
2026-02-25T10:20:00+00:00,1.696
2026-02-25T10:25:00+00:00,1.693
2026-02-25T10:30:00+00:00,1.638
