Date,SettlementPeriod,BCA,BSA,BVA,SCA,SSA,SVA
2025-04-01,1,0,100,0,0,0,0
2025-04-01,2,0,100,0,0,0,0
2025-04-01,3,0,100,0,0,0,0
2025-04-01,4,0,100,0,0,0,0
2025-04-01,5,0,100,0,0,0,0
2025-04-01,6,0,100,0,0,0,0
2025-04-01,7,0,100,0,0,0,0
2025-04-01,8,0,100,0,0,0,0
2025-04-01,9,0,100,0,0,0,0
2025-04-01,10,0,100,0,0,0,0
2025-04-01,11,0,100,0,0,0,0
2025-04-01,12,0,100,0,0,0,0
2025-04-01,13,65063.37,100,500,0,0,0
2025-04-01,14,65063.37,100,500,0,0,0
2025-04-01,15,126656.48,0,1000,0,0,0
2025-04-01,16,126656.48,0,1000,0,0,0
2025-04-01,17,0,0,0,0,0,0
2025-04-01,18,0,0,0,0,0,0
2025-04-01,19,0,0,0,0,0,0
2025-04-01,20,0,0,0,0,0,0
2025-04-01,21,0,0,0,0,0,0
2025-04-01,22,0,0,0,0,0,0
2025-04-01,23,0,0,0,0,0,0
2025-04-01,24,0,0,0,0,0,0
2025-04-01,25,0,0,0,0,0,0
2025-04-01,26,0,0,0,0,0,0
2025-04-01,27,0,0,0,170.72,0,600
2025-04-01,28,0,0,0,170.72,0,600
2025-04-01,29,0,0,0,3176.35,0,450
2025-04-01,30,0,0,0,3176.35,0,450
2025-04-01,31,0,0,0,5915.03,0,300
2025-04-01,32,0,0,0,5915.03,0,300
2025-04-01,33,0,0,0,0,0,0
2025-04-01,34,0,0,0,0,0,0
2025-04-01,35,0,0,0,0,0,0
2025-04-01,36,0,0,0,0,0,0
2025-04-01,37,29320.59,0,230,0,0,0
2025-04-01,38,29320.59,0,230,0,0,0
2025-04-01,39,31497.09,0,286,0,0,0
2025-04-01,40,31497.09,0,286,0,0,0
2025-04-01,41,0,0,0,0,0,0
2025-04-01,42,0,0,0,0,0,0
2025-04-01,43,0,0,0,0,0,0
2025-04-01,44,0,0,0,0,0,0
2025-04-01,45,0,0,0,0,0,0
2025-04-01,46,0,0,0,0,0,0
2025-04-01,47,0,0,0,14587.79,0,750
2025-04-01,48,0,0,0,14587.79,0,750
2025-04-02,1,0,0,0,15511.28,0,1000
2025-04-02,2,0,0,0,15511.28,0,1000
2025-04-02,3,0,0,0,20679.91,0,1400
2025-04-02,4,0,0,0,20679.91,0,1400
2025-04-02,5,0,0,0,18769.56,0,1250
2025-04-02,6,0,0,0,18769.56,0,1250
2025-04-02,7,0,0,0,19989.37,0,1400
2025-04-02,8,0,0,0,19989.37,0,1400
2025-04-02,9,0,0,0,11142.28,0,900
2025-04-02,10,0,0,0,11142.28,0,900
2025-04-02,11,0,0,0,3036.53,0,250
2025-04-02,12,0,0,0,3036.53,0,250
2025-04-02,13,0,0,0,0,0,0
2025-04-02,14,0,0,0,0,0,0
2025-04-02,15,0,0,0,0,0,0
2025-04-02,16,0,0,0,0,0,0
2025-04-02,17,0,0,0,0,0,0
2025-04-02,18,0,0,0,0,0,0
2025-04-02,19,0,0,0,0,0,0
2025-04-02,20,0,0,0,0,0,0
2025-04-02,21,0,0,0,4616.5,0,300
2025-04-02,22,0,0,0,4616.5,0,300
2025-04-02,23,0,0,0,72588.22,0,1372
2025-04-02,24,0,0,0,72588.22,0,1372
2025-04-02,25,0,0,0,69024.12,0,1000
2025-04-02,26,0,0,0,69024.12,0,1000
2025-04-02,27,0,0,0,36452.05,0,1000
2025-04-02,28,0,0,0,36452.05,0,1000
2025-04-02,29,0,0,0,30230.15,0,1000
2025-04-02,30,0,0,0,30230.15,0,1000
2025-04-02,31,0,0,0,15134.5,0,1000
2025-04-02,32,0,0,0,15134.5,0,1000
2025-04-02,33,0,0,0,6683.5,0,500
2025-04-02,34,0,0,0,6683.5,0,500
2025-04-02,35,0,0,0,0,0,0
2025-04-02,36,0,0,0,0,0,0
2025-04-02,37,0,0,0,0,0,0
2025-04-02,38,0,0,0,0,0,0
2025-04-02,39,0,0,0,0,0,0
2025-04-02,40,0,0,0,0,0,0
2025-04-02,41,0,0,0,0,0,0
2025-04-02,42,0,0,0,0,0,0
2025-04-02,43,0,0,0,0,0,0
2025-04-02,44,0,0,0,0,0,0
2025-04-02,45,0,0,0,0,0,0
2025-04-02,46,0,0,0,0,0,0
2025-04-02,47,0,0,0,27686.78,0,500
2025-04-02,48,0,0,0,27686.78,0,500
2025-04-03,1,0,0,0,16615.58,0,300
2025-04-03,2,0,0,0,16615.58,0,300
2025-04-03,3,0,0,0,26544.33,0,500
2025-04-03,4,0,0,0,26544.33,0,500
2025-04-03,5,0,0,0,29518.15,0,500
2025-04-03,6,0,0,0,29518.15,0,500
2025-04-03,7,0,0,0,55631.08,0,1000
2025-04-03,8,0,0,0,55631.08,0,1000
2025-04-03,9,0,0,0,38631.2,0,600
2025-04-03,10,0,0,0,38631.2,0,600
2025-04-03,11,0,0,0,0,0,0
2025-04-03,12,0,0,0,0,0,0
2025-04-03,13,0,0,0,0,0,0
2025-04-03,14,0,0,0,0,0,0
2025-04-03,15,0,0,0,0,0,0
2025-04-03,16,0,0,0,0,0,0
2025-04-03,17,0,0,0,0,0,0
2025-04-03,18,0,0,0,0,0,0
2025-04-03,19,0,0,0,0,0,0
2025-04-03,20,0,0,0,0,0,0
2025-04-03,21,0,0,0,0,0,0
2025-04-03,22,0,0,0,0,0,0
2025-04-03,23,0,0,0,15328.89,0,700
2025-04-03,24,0,0,0,15328.89,0,700
2025-04-03,25,0,0,0,19547.72,0,550
2025-04-03,26,0,0,0,19547.72,0,550
2025-04-03,27,0,0,0,17494.52,0,900
2025-04-03,28,0,0,0,17494.52,0,900
2025-04-03,29,0,0,0,18012.77,0,1000
2025-04-03,30,0,0,0,18012.77,0,1000
2025-04-03,31,0,0,0,22325.66,0,1000
2025-04-03,32,0,0,0,22325.66,0,1000
2025-04-03,33,0,0,0,31998.4,0,500
2025-04-03,34,0,0,0,31998.4,0,500
2025-04-03,35,81390.8,0,600,0,0,0
2025-04-03,36,81390.8,0,600,0,0,0
2025-04-03,37,130134.64,0,800,0,0,0
2025-04-03,38,130134.64,0,800,0,0,0
2025-04-03,39,22296.14,0,150,0,0,0
2025-04-03,40,22296.14,0,150,0,0,0
2025-04-03,41,0,0,0,0,0,0
2025-04-03,42,0,0,0,0,0,0
2025-04-03,43,0,0,0,0,0,0
2025-04-03,44,0,0,0,0,0,0
2025-04-03,45,0,0,0,0,0,0
2025-04-03,46,0,0,0,0,0,0
2025-04-03,47,0,0,0,0,0,0
2025-04-03,48,0,0,0,0,0,0
2025-04-04,1,0,0,0,0,0,0
2025-04-04,2,0,0,0,0,0,0
2025-04-04,3,0,0,0,0,0,0
2025-04-04,4,0,0,0,0,0,0
2025-04-04,5,0,0,0,0,0,0
2025-04-04,6,0,0,0,0,0,0
2025-04-04,7,0,0,0,0,0,0
2025-04-04,8,0,0,0,0,0,0
2025-04-04,9,0,0,0,0,0,0
2025-04-04,10,0,0,0,0,0,0
2025-04-04,11,0,0,0,0,0,0
2025-04-04,12,0,0,0,0,0,0
2025-04-04,13,0,0,0,0,0,0
2025-04-04,14,0,0,0,0,0,0
2025-04-04,15,0,0,0,0,0,0
2025-04-04,16,0,0,0,0,0,0
2025-04-04,17,0,0,0,0,0,0
2025-04-04,18,0,0,0,0,0,0
2025-04-04,19,0,0,0,0,0,0
2025-04-04,20,0,0,0,0,0,0
2025-04-04,21,0,0,0,0,0,0
2025-04-04,22,0,0,0,0,0,0
2025-04-04,23,0,0,0,0,0,0
2025-04-04,24,0,0,0,0,0,0
2025-04-04,25,0,0,0,9055.4,0,150
2025-04-04,26,0,0,0,9055.4,0,150
2025-04-04,27,0,0,0,2011.42,0,300
2025-04-04,28,0,0,0,2011.42,0,300
2025-04-04,29,0,0,0,5300.1,0,350
2025-04-04,30,0,0,0,5300.1,0,350
2025-04-04,31,0,0,0,2651.75,0,100
2025-04-04,32,0,0,0,2651.75,0,100
2025-04-04,33,0,0,0,0,0,0
2025-04-04,34,0,0,0,0,0,0
2025-04-04,35,80265.7,0,750,0,0,0
2025-04-04,36,80265.7,0,750,0,0,0
2025-04-04,37,56583.21,0,450,0,0,0
2025-04-04,38,56583.21,0,450,0,0,0
2025-04-04,39,0,0,0,0,0,0
2025-04-04,40,0,0,0,0,0,0
2025-04-04,41,0,0,0,0,0,0
2025-04-04,42,0,0,0,0,0,0
2025-04-04,43,0,0,0,0,0,0
2025-04-04,44,0,0,0,0,0,0
2025-04-04,45,0,0,0,0,0,0
2025-04-04,46,0,0,0,0,0,0
2025-04-04,47,0,87.5,0,0,0,0
2025-04-04,48,0,87.5,0,0,0,0
2025-04-05,1,0,87.5,0,0,0,0
