Date,SettlementPeriod,BCA,BSA,BVA,SCA,SSA,SVA
2023-04-01,1,0,491.5,0,9598.7,0,200
2023-04-01,2,0,491.5,0,9598.7,0,200
2023-04-01,3,0,491.5,0,23122.4,0,700
2023-04-01,4,0,491.5,0,23122.4,0,700
2023-04-01,5,0,491.5,0,27987.04,0,1112.5
2023-04-01,6,0,491.5,0,27987.04,0,1112.5
2023-04-01,7,0,491.5,0,16966.8,0,637.5
2023-04-01,8,0,491.5,0,16966.8,0,637.5
2023-04-01,9,0,491.5,0,12176.25,0,412.5
2023-04-01,10,0,491.5,0,12176.25,0,412.5
2023-04-01,11,0,491.5,0,13568.67,0,500
2023-04-01,12,0,491.5,0,13568.67,0,500
2023-04-01,13,0,491.5,0,19784,0,500
2023-04-01,14,0,491.5,0,19784,0,500
2023-04-01,15,0,75,0,0,0,0
2023-04-01,16,0,75,0,0,0,0
2023-04-01,17,0,0,0,0,0,0
2023-04-01,18,0,0,0,0,0,0
2023-04-01,19,0,0,0,0,0,0
2023-04-01,20,0,0,0,0,0,0
2023-04-01,21,0,0,0,0,0,0
2023-04-01,22,0,0,0,0,0,0
2023-04-01,23,0,0,0,0,0,0
2023-04-01,24,0,0,0,0,0,0
2023-04-01,25,0,0,0,0,0,0
2023-04-01,26,0,0,0,0,0,0
2023-04-01,27,0,0,0,0,0,0
2023-04-01,28,0,0,0,0,0,0
2023-04-01,29,0,0,0,0,0,0
2023-04-01,30,0,0,0,0,0,0
2023-04-01,31,0,0,0,0,0,0
2023-04-01,32,0,0,0,0,0,0
2023-04-01,33,0,0,0,0,0,0
2023-04-01,34,0,0,0,0,0,0
2023-04-01,35,0,0,0,0,0,0
2023-04-01,36,0,0,0,0,0,0
2023-04-01,37,0,0,0,0,0,0
2023-04-01,38,0,0,0,0,0,0
2023-04-01,39,0,0,0,0,0,0
2023-04-01,40,0,0,0,0,0,0
2023-04-01,41,0,0,0,0,0,0
2023-04-01,42,0,0,0,0,0,0
2023-04-01,43,0,0,0,0,0,0
2023-04-01,44,0,0,0,0,0,0
2023-04-01,45,0,0,0,0,0,0
2023-04-01,46,0,0,0,0,0,0
2023-04-01,47,0,616.5,0,0,0,0
2023-04-01,48,0,616.5,0,0,0,0
2023-04-02,1,0,616.5,0,0,0,0
2023-04-02,2,0,616.5,0,0,0,0
2023-04-02,3,0,616.5,0,0,0,0
2023-04-02,4,0,616.5,0,0,0,0
2023-04-02,5,0,616.5,0,0,0,0
2023-04-02,6,0,616.5,0,0,0,0
2023-04-02,7,0,616.5,0,0,0,0
2023-04-02,8,0,616.5,0,0,0,0
2023-04-02,9,0,616.5,0,0,0,0
2023-04-02,10,0,616.5,0,0,0,0
2023-04-02,11,0,616.5,0,0,0,0
2023-04-02,12,0,616.5,0,0,0,0
2023-04-02,13,0,397.5,0,0,0,0
2023-04-02,14,0,397.5,0,0,0,0
2023-04-02,15,0,0,0,0,0,0
2023-04-02,16,0,0,0,0,0,0
2023-04-02,17,0,0,0,0,0,0
2023-04-02,18,0,0,0,0,0,0
2023-04-02,19,0,0,0,0,0,0
2023-04-02,20,0,0,0,0,0,0
2023-04-02,21,0,0,0,0,0,0
2023-04-02,22,0,0,0,0,0,0
