Date,SettlementPeriod,BCA,BSA,BVA,SCA,SSA,SVA
2024-04-01,1,0,434.5,0,34833.83,0,1750
2024-04-01,2,0,434.5,0,34833.83,0,1750
2024-04-01,3,0,434.5,0,25213.48,0,1600
2024-04-01,4,0,434.5,0,25213.48,0,1600
2024-04-01,5,0,434.5,0,18288.19,0,1550
2024-04-01,6,0,434.5,0,18288.19,0,1550
2024-04-01,7,0,434.5,0,14782.63,0,1500
2024-04-01,8,0,434.5,0,14782.63,0,1500
2024-04-01,9,0,434.5,0,18320.31,0,1500
2024-04-01,10,0,434.5,0,18320.31,0,1500
2024-04-01,11,0,434.5,0,42134.59,0,1500
2024-04-01,12,0,434.5,0,42134.59,0,1500
2024-04-01,13,0,434.5,0,47081.74,0,1250
2024-04-01,14,0,325,0,47081.74,0,1250
2024-04-01,15,0,325,0,52148.75,0,1150
2024-04-01,16,0,325,0,52148.75,0,1150
2024-04-01,17,0,325,0,57137.03,0,1150
2024-04-01,18,0,325,0,57137.03,0,1150
2024-04-01,19,0,0,0,51984.13,0,925
2024-04-01,20,0,0,0,51984.13,0,925
2024-04-01,21,0,0,0,47781.13,0,950
2024-04-01,22,0,0,0,47781.13,0,950
2024-04-01,23,0,0,0,48241.57,0,650
2024-04-01,24,0,0,0,48241.57,0,650
2024-04-01,25,0,0,0,32160.56,0,650
2024-04-01,26,0,0,0,32160.56,0,650
2024-04-01,27,0,0,0,14437.88,0,500
2024-04-01,28,0,0,0,14437.88,0,500
2024-04-01,29,0,0,0,10985.08,0,500
2024-04-01,30,0,0,0,10985.08,0,500
2024-04-01,31,0,0,0,12649.38,0,500
2024-04-01,32,0,0,0,12649.38,0,500
2024-04-01,33,0,0,0,14295.21,0,500
2024-04-01,34,0,0,0,14295.21,0,500
2024-04-01,35,0,0,0,0,0,0
2024-04-01,36,0,0,0,0,0,0
2024-04-01,37,0,0,0,0,0,0
2024-04-01,38,0,0,0,0,0,0
2024-04-01,39,0,0,0,0,0,0
2024-04-01,40,0,0,0,0,0,0
2024-04-01,41,0,0,0,0,0,0
2024-04-01,42,0,0,0,0,0,0
2024-04-01,43,0,0,0,0,0,0
2024-04-01,44,0,0,0,0,0,0
2024-04-01,45,0,92.5,0,0,0,0
2024-04-01,46,0,92.5,0,0,0,0
2024-04-01,47,0,207.5,0,3875.92,0,150
2024-04-01,48,0,207.5,0,3875.92,0,150
2024-04-02,1,0,207.5,0,5886.44,0,450
2024-04-02,2,0,207.5,0,5886.44,0,450
2024-04-02,3,0,207.5,0,1905.17,0,550
2024-04-02,4,0,207.5,0,1905.17,0,550
2024-04-02,5,0,207.5,0,0,0,0
2024-04-02,6,0,207.5,0,0,0,0
2024-04-02,7,0,207.5,0,0,0,0
2024-04-02,8,0,207.5,0,0,0,0
2024-04-02,9,0,207.5,0,0,0,0
2024-04-02,10,0,207.5,0,0,0,0
2024-04-02,11,0,207.5,0,8877.71,0,200
2024-04-02,12,0,207.5,0,8877.71,0,200
2024-04-02,13,0,207.5,0,0,0,0
2024-04-02,14,0,207.5,0,0,0,0
2024-04-02,15,0,207.5,0,0,0,0
2024-04-02,16,0,207.5,0,0,0,0
2024-04-02,17,0,0,0,0,0,0
2024-04-02,18,0,0,0,0,0,0
2024-04-02,19,0,0,0,0,0,0
2024-04-02,20,0,0,0,0,0,0
2024-04-02,21,0,0,0,0,0,0
2024-04-02,22,0,0,0,0,0,0
2024-04-02,23,0,0,0,0,0,0
2024-04-02,24,0,0,0,0,0,0
2024-04-02,25,0,0,0,0,0,0
2024-04-02,26,0,0,0,0,0,0
2024-04-02,27,0,0,0,0,0,0
2024-04-02,28,0,0,0,0,0,0
2024-04-02,29,0,0,0,0,0,0
2024-04-02,30,0,0,0,0,0,0
2024-04-02,31,0,0,0,0,0,0
2024-04-02,32,0,0,0,0,0,0
2024-04-02,33,0,0,0,0,125,0
2024-04-02,34,0,0,0,0,125,0
2024-04-02,35,0,0,0,0,0,0
2024-04-02,36,0,0,0,0,0,0
2024-04-02,37,0,0,0,0,0,0
